=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_18.Prodotto_2.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_18.Prodotto_2.Data -dayofweek -weekend

Relation:     Prodotto2_Sottoarea_18-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_18.Prodotto_2.Data
              Sottoarea_18.Prodotto_2.Day
              Sottoarea_18.Prodotto_2.Season
              Sottoarea_18.Prodotto_2.Vendite

Transformed training data:

              Sottoarea_18.Prodotto_2.Vendite
              DayOfWeek
              Weekend
              Sottoarea_18.Prodotto_2.Data-remapped
              Lag_Sottoarea_18.Prodotto_2.Vendite-30
              Lag_Sottoarea_18.Prodotto_2.Vendite-60
              Lag_Sottoarea_18.Prodotto_2.Vendite-90
              Lag_Sottoarea_18.Prodotto_2.Vendite-365
              Sottoarea_18.Prodotto_2.Data-remapped^2
              Sottoarea_18.Prodotto_2.Data-remapped^3
              Sottoarea_18.Prodotto_2.Data-remapped*Lag_Sottoarea_18.Prodotto_2.Vendite-30
              Sottoarea_18.Prodotto_2.Data-remapped*Lag_Sottoarea_18.Prodotto_2.Vendite-60
              Sottoarea_18.Prodotto_2.Data-remapped*Lag_Sottoarea_18.Prodotto_2.Vendite-90
              Sottoarea_18.Prodotto_2.Data-remapped*Lag_Sottoarea_18.Prodotto_2.Vendite-365

Sottoarea_18.Prodotto_2.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_18.Prodotto_2.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            1       0.6815      -0.3185
        376            0       0.1579       0.1579
        377            1       1.0855       0.0855
        378            1       0.9998      -0.0002
        379            2       1.7545      -0.2455
        380            3       2.5238      -0.4762
        381            1       1.2458       0.2458
        382            0        0.358        0.358
        383            0        0.143        0.143
        384            2       1.6091      -0.3909
        385            1       1.0894       0.0894
        386            1       1.2447       0.2447
        387            2       1.9189      -0.0811
        388            2       1.5968      -0.4032
        389            1       0.9017      -0.0983
        390            1       0.8512      -0.1488
        391            1       1.1404       0.1404
        392            2       1.7116      -0.2884
        393            1       1.3057       0.3057
        394            2       2.0523       0.0523
        395            1       1.0985       0.0985
        396            1         1.05         0.05
        397            1       0.8744      -0.1256
        398            0       0.4583       0.4583
        399            1       1.1947       0.1947
        400            2       2.0313       0.0313
        401            2       2.0626       0.0626
        402            1       1.1416       0.1416
        403            2       1.5002      -0.4998
        404            1       0.8529      -0.1471
        405            1       1.0452       0.0452
        406            1       1.1938       0.1938
        407            3       2.5628      -0.4372
        408            2       1.9923      -0.0077
        409            2       1.7598      -0.2402
        410            2       1.5404      -0.4596
        411            0       0.2915       0.2915
        412            1       1.0821       0.0821
        413            2       1.8873      -0.1127
        414            2       1.9252      -0.0748
        415            2       2.1128       0.1128
        416            1       1.2618       0.2618
        417            1       1.0095       0.0095
        418            0       0.1149       0.1149
        419            2       1.7921      -0.2079
        420            2       1.8978      -0.1022
        421            2       2.0315       0.0315
        422            2       2.1243       0.1243
        423            2       1.6792      -0.3208
        424            1        1.098        0.098
        425            0       0.3632       0.3632
        426            2       1.8238      -0.1762
        427            2       1.7477      -0.2523
        428            2       1.9568      -0.0432
        429            2       1.9887      -0.0113
        430            1       1.3993       0.3993
        431            2       1.6474      -0.3526
        432            1       0.7498      -0.2502
        433            2        1.882       -0.118
