=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_107.Prodotto_2.Vendite] -L 1 -M 365 -R "30, 60, 90, 365" -G Sottoarea_107.Prodotto_2.Data -dayofweek -weekend

Relation:     Prodotto2_Sottoarea_107-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_107.Prodotto_2.Data
              Sottoarea_107.Prodotto_2.Day
              Sottoarea_107.Prodotto_2.Season
              Sottoarea_107.Prodotto_2.Vendite

Transformed training data:

              Sottoarea_107.Prodotto_2.Vendite
              DayOfWeek
              Weekend
              Sottoarea_107.Prodotto_2.Data-remapped
              Lag_Sottoarea_107.Prodotto_2.Vendite-30
              Lag_Sottoarea_107.Prodotto_2.Vendite-60
              Lag_Sottoarea_107.Prodotto_2.Vendite-90
              Lag_Sottoarea_107.Prodotto_2.Vendite-365
              Sottoarea_107.Prodotto_2.Data-remapped^2
              Sottoarea_107.Prodotto_2.Data-remapped^3
              Sottoarea_107.Prodotto_2.Data-remapped*Lag_Sottoarea_107.Prodotto_2.Vendite-30
              Sottoarea_107.Prodotto_2.Data-remapped*Lag_Sottoarea_107.Prodotto_2.Vendite-60
              Sottoarea_107.Prodotto_2.Data-remapped*Lag_Sottoarea_107.Prodotto_2.Vendite-90
              Sottoarea_107.Prodotto_2.Data-remapped*Lag_Sottoarea_107.Prodotto_2.Vendite-365

Sottoarea_107.Prodotto_2.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_107.Prodotto_2.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            0       0.0558       0.0558
        376            0       0.0097       0.0097
        377            1       1.0111       0.0111
        378            0       0.2935       0.2935
        379            1       0.7861      -0.2139
        380            1       0.9998      -0.0002
        381            1       0.9449      -0.0551
        382            0       0.1768       0.1768
        383            0       0.0504       0.0504
        384            0        0.308        0.308
        385            1       0.8837      -0.1163
        386            1       0.9286      -0.0714
        387            1       1.1522       0.1522
        388            1       1.0446       0.0446
        389            2       1.4644      -0.5356
        390            0        0.085        0.085
        391            0       0.3348       0.3348
        392            1        0.936       -0.064
        393            1       0.9886      -0.0114
        394            5       3.5299      -1.4701
        395            1       1.3431       0.3431
        396            1       0.9496      -0.0504
        397            0       0.1762       0.1762
        398            1       0.9167      -0.0833
        399            1       0.9316      -0.0684
        400            1       1.0143       0.0143
        401            1       1.1452       0.1452
        402            2       1.5888      -0.4112
        403            1       0.8981      -0.1019
        404            1       0.6293      -0.3707
        405            1       0.9805      -0.0195
        406            1       0.8591      -0.1409
        407            1       0.9797      -0.0203
        408            1       1.2601       0.2601
        409            1       1.1314       0.1314
        410            1       0.9666      -0.0334
        411            0       0.0837       0.0837
        412            1       1.0233       0.0233
        413            0       0.3587       0.3587
        414            1       0.8388      -0.1612
        415            1       1.2525       0.2525
        416            1       1.0125       0.0125
        417            0       0.3804       0.3804
        418            0       0.0971       0.0971
        419            1       1.3144       0.3144
        420            1       0.8931      -0.1069
        421            0       0.4311       0.4311
        422            1       1.6621       0.6621
        423            1       1.0159       0.0159
        424            1        0.914       -0.086
        425            0       0.1424       0.1424
        426            1       1.6274       0.6274
        427            1       1.1645       0.1645
        428            0       0.7124       0.7124
        429            7       4.8133      -2.1867
        430            1       1.4796       0.4796
        431            1       1.3132       0.3132
        432            0       0.1895       0.1895
        433            6       4.3711      -1.6289
        434            2        1.762       -0.238
        435            1       1.1174       0.1174
        436            2       2.6854       0.6854
        437            2       1.6491      -0.3509
        438            3       2.2307      -0.7693
        439            0       0.2164       0.2164
        440            1       1.4962       0.4962
        441            1       1.0921       0.0921
        442            2       1.5643      -0.4357
        443            2       1.8622      -0.1378
        444            2       1.6154      -0.3846
        445            3       2.8969      -0.1031
        446            0       0.2846       0.2846
        447            1       1.1697       0.1697
        448            1       1.0846       0.0846
        449            1       1.1897       0.1897
        450            1       1.2487       0.2487
        451            1       1.1565       0.1565
        452            8       5.4485      -2.5515
        453            0       0.3674       0.3674
        454            1       1.0916       0.0916
        455            1       1.1177       0.1177
        456            1       1.1051       0.1051
        457            2       2.2203       0.2203
        458            1       1.0125       0.0125
        459            1        1.997        0.997
        460            1       0.7902      -0.2098
        461            0       0.5428       0.5428
        462            4        3.027       -0.973
        463            5       3.6764      -1.3236
        464            1       1.0563       0.0563
        465            1       1.1129       0.1129
        466            0       0.3946       0.3946
        467            3       1.9097      -1.0903
        468            2        1.574       -0.426
        469            2       1.7398      -0.2602
        470            2       1.7037      -0.2963
        471            1       1.2271       0.2271
        472            2       1.6528      -0.3472
        473            1       0.8877      -0.1123
        474            0       0.4089       0.4089
        475            1       1.1956       0.1956
        476            1         1.13         0.13
        477            1       1.0917       0.0917
        478            1       1.2065       0.2065
        479            1       1.0459       0.0459
        480            0       0.1839       0.1839
        481            1       0.8282      -0.1718
        482            2        1.903       -0.097
        483            1       1.0559       0.0559
        484            1       0.9483      -0.0517
        485            2       1.6262      -0.3738
        486            1       1.0658       0.0658
        487            0       0.0867       0.0867
        488            1       0.8361      -0.1639
        489            1       0.9735      -0.0265
        490            1       1.0357       0.0357
        491            1       0.9858      -0.0142
        492            1        1.079        0.079
        493            2       1.7706      -0.2294
        494            0       0.2081       0.2081
        495            0       0.2033       0.2033
        496            1       0.9489      -0.0511
        497            1        1.065        0.065
        498            1       1.0191       0.0191
        499            1       1.0827       0.0827
        500            0        0.626        0.626
        501            0       0.4583       0.4583
        502            1       0.6968      -0.3032
        503            1       0.8751      -0.1249
        504            1       1.0247       0.0247
        505            1       0.9927      -0.0073
        506            1       1.0461       0.0461
        507            1       1.0201       0.0201
        508            2       1.3326      -0.6674
        509            0       0.1087       0.1087
        510            1       0.9964      -0.0036
        511            1       0.9402      -0.0598
        512            1       1.0091       0.0091
        513            1       1.0321       0.0321
        514            1       0.9187      -0.0813
        515            0       0.1598       0.1598
        516            0       0.0067       0.0067
        517            1       0.9449      -0.0551
        518            0       0.4379       0.4379
        519            0       0.4657       0.4657
        520            1       1.0132       0.0132
        521            0        0.515        0.515
        522            0       0.2622       0.2622
        523            0       0.1703       0.1703
        524            1        0.975       -0.025
        525            1       0.7398      -0.2602
        526            1       0.9565      -0.0435
        527            2       1.6357      -0.3643
        528            1       1.0783       0.0783
        529            1       0.6167      -0.3833
        530            0       0.1665       0.1665
        531            1       0.9533      -0.0467
        532            1        1.057        0.057
        533            1       0.9589      -0.0411
        534            1       1.0432       0.0432
        535            1       1.0101       0.0101
        536            0       0.0465       0.0465
        537            0            0            0
        538            1       0.9271      -0.0729
        539            0       0.3718       0.3718
        540            1       0.9448      -0.0552
        541            1       0.9958      -0.0042
        542            1       1.1085       0.1085
        543            0       0.0298       0.0298
        544            0            0            0
        545            0       0.4124       0.4124
        546            1       0.8217      -0.1783
        547            1       0.9631      -0.0369
        548            1       1.0022       0.0022
        549            1       0.8974      -0.1026
        550            0       0.4352       0.4352
        551            0       0.1164       0.1164
        552            1        0.986       -0.014
        553            2       1.6989      -0.3011
        554            1       0.8212      -0.1788
        555            1         0.96        -0.04
        556            1       1.0433       0.0433
        557            0       0.1104       0.1104
        558            0       0.0102       0.0102
        559            1       0.9386      -0.0614
        560            1       1.0034       0.0034
        561            0       0.3804       0.3804
        562            1       0.9811      -0.0189
        563            1       0.9657      -0.0343
        564            0       0.1198       0.1198
        565            0       0.0167       0.0167
        566            1       0.9767      -0.0233
        567            1       0.9059      -0.0941
        568            1       0.8712      -0.1288
        569            1       0.9653      -0.0347
        570            1       1.2116       0.2116
        571            1       0.6212      -0.3788
        572            0       0.0236       0.0236
        573            1       0.9867      -0.0133
        574            1       0.9773      -0.0227
        575            0        0.356        0.356
        576            0       0.3585       0.3585
        577            2       1.6171      -0.3829
        578            0       0.1814       0.1814
        579            0       0.0817       0.0817
        580            1       0.9667      -0.0333
        581            1       1.0095       0.0095
        582            1       0.7837      -0.2163
        583            1       0.9989      -0.0011
        584            1       1.1122       0.1122
        585            0       0.1292       0.1292
        586            0       0.0693       0.0693
        587            1       0.8535      -0.1465
        588            1       0.7367      -0.2633
        589            1       0.9268      -0.0732
        590            1       0.8592      -0.1408
        591            0       0.3667       0.3667
        592            0       0.0898       0.0898
        593            0         0.01         0.01
        594            0       0.2721       0.2721
        595            0       0.2951       0.2951
        596            1       0.6942      -0.3058
        597            1       0.9584      -0.0416
        598            1       0.9471      -0.0529
        599            0       0.2022       0.2022
        600            0       0.0266       0.0266
        601            0       0.2268       0.2268
        602            1       0.7344      -0.2656
        603            0       0.2617       0.2617
        604            1       0.9251      -0.0749
        605            1       1.0122       0.0122
        606            0       0.2929       0.2929
        607            0       0.1645       0.1645
        608            1         0.88        -0.12
        609            1       0.9092      -0.0908
        610            0       0.2292       0.2292
        611            0       0.4023       0.4023
        612            1       1.0046       0.0046
        613            0       0.2038       0.2038
        614            1       0.6487      -0.3513
        615            1       0.9147      -0.0853
        616            0       0.3775       0.3775
        617            1        0.833       -0.167
        618            1       0.9733      -0.0267
        619            1       0.9935      -0.0065
        620            1       0.6623      -0.3377
        621            1       0.8229      -0.1771
        622            1       0.9571      -0.0429
        623            1       0.8667      -0.1333
        624            1        0.853       -0.147
        625            1       0.9928      -0.0072
        626            1       1.0272       0.0272
        627            0       0.2863       0.2863
        628            0       0.2069       0.2069
        629            1       0.9623      -0.0377
        630            2       1.7044      -0.2956
        631            1       0.9096      -0.0904
        632            1       1.0839       0.0839
        633            1       0.9753      -0.0247
        634            1       0.7262      -0.2738
        635            0       0.1417       0.1417
        636            1       0.9806      -0.0194
        637            1       1.2285       0.2285
        638            0       0.3856       0.3856
        639            2       1.6034      -0.3966
        640            1       1.1417       0.1417
        641            1       0.8195      -0.1805
        642            1        0.701       -0.299
        643            1       0.9699      -0.0301
        644            2       1.4976      -0.5024
        645            1        1.102        0.102
        646            1       1.0672       0.0672
        647            1       1.0831       0.0831
        648            0       0.1508       0.1508
        649            0       0.0828       0.0828
        650            1         0.84        -0.16
        651            2       1.6445      -0.3555
        652            1       1.3775       0.3775
        653            1       1.2113       0.2113
        654            1       1.1296       0.1296
        655            1       0.7276      -0.2724
        656            0       0.1251       0.1251
        657            1       0.9037      -0.0963
        658            2       1.8438      -0.1562
        659            3       2.2672      -0.7328
        660            2       1.6407      -0.3593
        661            2       1.6489      -0.3511
        662            0       0.0933       0.0933
        663            0       0.0167       0.0167
        664            0       0.3253       0.3253
        665            1         1.07         0.07
        666            1       1.3594       0.3594
        667            0       0.5832       0.5832
        668            1       1.0617       0.0617
        669            0       0.0928       0.0928
        670            0       0.0167       0.0167
        671            1       0.9531      -0.0469
        672            0        0.555        0.555
        673            3       2.1988      -0.8012
        674            1        1.024        0.024
        675            2       1.6859      -0.3141
        676            1       0.8331      -0.1669
        677            0       0.0037       0.0037
        678            0       0.3507       0.3507
        679            2       1.6428      -0.3572
        680            1       1.1978       0.1978
        681            1       0.9072      -0.0928
        682            1       1.1632       0.1632
        683            0       0.0767       0.0767
        684            0         0.01         0.01
        685            1       0.7609      -0.2391
        686            1       1.1767       0.1767
        687            1       1.2419       0.2419
        688            1       1.2963       0.2963
        689            1       1.2124       0.2124
        690            0       0.1815       0.1815
        691            0       0.0263       0.0263
        692            1       0.8955      -0.1045
        693            1       1.0383       0.0383
        694            2       1.7446      -0.2554
        695            3       2.2257      -0.7743
        696            4       2.8138      -1.1862
        697            1       0.9581      -0.0419
        698            0       0.0167       0.0167
        699            1         0.97        -0.03
        700            1       0.9267      -0.0733
        701            1       1.0298       0.0298
        702            1       1.1457       0.1457
        703            1       1.1234       0.1234
        704            0       0.0233       0.0233
        705            0       0.0934       0.0934
        706            0       0.3372       0.3372
        707            0         0.31         0.31
        708            1       1.0239       0.0239
        709            1       1.0899       0.0899
        710            1        1.093        0.093
        711            0       0.0233       0.0233
        712            0       0.0433       0.0433
        713            1         0.95        -0.05
        714            1         0.76        -0.24
        715            1       0.9152      -0.0848
        716            1         1.04         0.04
        717            1       1.0261       0.0261
        718            0       0.0907       0.0907
        719            0       0.0067       0.0067
        720            1         0.97        -0.03
        721            1       1.0385       0.0385
        722            1       1.0033       0.0033
