=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_35.Prodotto_2.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_35.Prodotto_2.Data -dayofweek -weekend

Relation:     Prodotto2_Sottoarea_35-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_35.Prodotto_2.Data
              Sottoarea_35.Prodotto_2.Day
              Sottoarea_35.Prodotto_2.Season
              Sottoarea_35.Prodotto_2.Vendite

Transformed training data:

              Sottoarea_35.Prodotto_2.Vendite
              DayOfWeek
              Weekend
              Sottoarea_35.Prodotto_2.Data-remapped
              Lag_Sottoarea_35.Prodotto_2.Vendite-30
              Lag_Sottoarea_35.Prodotto_2.Vendite-60
              Lag_Sottoarea_35.Prodotto_2.Vendite-90
              Lag_Sottoarea_35.Prodotto_2.Vendite-365
              Sottoarea_35.Prodotto_2.Data-remapped^2
              Sottoarea_35.Prodotto_2.Data-remapped^3
              Sottoarea_35.Prodotto_2.Data-remapped*Lag_Sottoarea_35.Prodotto_2.Vendite-30
              Sottoarea_35.Prodotto_2.Data-remapped*Lag_Sottoarea_35.Prodotto_2.Vendite-60
              Sottoarea_35.Prodotto_2.Data-remapped*Lag_Sottoarea_35.Prodotto_2.Vendite-90
              Sottoarea_35.Prodotto_2.Data-remapped*Lag_Sottoarea_35.Prodotto_2.Vendite-365

Sottoarea_35.Prodotto_2.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_35.Prodotto_2.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            1       1.2409       0.2409
        376            1       0.9214      -0.0786
        377            1       1.4593       0.4593
        378            3       3.0248       0.0248
        379            3       3.0144       0.0144
        380            3       2.9255      -0.0745
        381            2       2.0418       0.0418
        382            0       0.7044       0.7044
        383            0       0.4467       0.4467
        384            3       2.5331      -0.4669
        385            4       3.5383      -0.4617
        386            2       2.3092       0.3092
        387            2       2.3959       0.3959
        388            3       2.7627      -0.2373
        389            1       1.0355       0.0355
        390            1       1.1467       0.1467
        391            3       2.6285      -0.3715
        392            2        2.328        0.328
        393            2        2.189        0.189
        394            1       1.9797       0.9797
        395            3       2.9233      -0.0767
        396            1       1.1135       0.1135
        397            1       1.0901       0.0901
        398            2        2.333        0.333
        399            2       2.0592       0.0592
        400            3       2.8466      -0.1534
        401            4       3.4797      -0.5203
        402            3       2.7861      -0.2139
        403            2       1.9629      -0.0371
        404            1       0.9776      -0.0224
        405            4       3.3141      -0.6859
        406            3       3.0411       0.0411
        407            3       2.8975      -0.1025
        408            2       2.8337       0.8337
        409            5       4.2332      -0.7668
        410            4       3.0044      -0.9956
        411            1       0.9718      -0.0282
        412            3       3.0517       0.0517
        413            3       3.0159       0.0159
        414            3       2.9539      -0.0461
        415            4       3.7904      -0.2096
        416            3       3.0096       0.0096
        417            1       1.3417       0.3417
        418            1       1.0608       0.0608
        419            3       3.1311       0.1311
        420            3       2.9727      -0.0273
        421            2        2.326        0.326
        422            3       3.4546       0.4546
        423            3       3.0852       0.0852
        424            2       1.8512      -0.1488
        425            1       1.0631       0.0631
        426            2       2.2237       0.2237
        427            3       3.0822       0.0822
        428            3       2.8735      -0.1265
        429            7       5.6064      -1.3936
        430            4       3.9893      -0.0107
        431            5       3.9727      -1.0273
        432            2       1.7204      -0.2796
        433            5       4.3226      -0.6774
        434            4       3.6454      -0.3546
        435            5       4.4673      -0.5327
        436            6       4.9273      -1.0727
        437            8        6.129       -1.871
        438            2       1.7976      -0.2024
        439            1        1.003        0.003
        440            3       2.8814      -0.1186
        441            3       3.0978       0.0978
        442            4       3.5077      -0.4923
        443            4       3.6547      -0.3453
        444            4       4.2141       0.2141
        445            2       2.1305       0.1305
        446            1       1.0944       0.0944
        447            6       4.4141      -1.5859
        448            2       2.0841       0.0841
        449            3       3.1639       0.1639
        450            3       2.9721      -0.0279
        451            2       2.3195       0.3195
        452            2       1.9751      -0.0249
        453            1       1.0559       0.0559
        454            1       1.5394       0.5394
        455            2       2.2433       0.2433
        456            1       1.7855       0.7855
        457            1       2.3106       1.3106
        458            2       2.2439       0.2439
        459            2       1.6387      -0.3613
        460            0       0.4219       0.4219
        461            0       1.1019       1.1019
        462            1       1.6043       0.6043
        463            3        2.972       -0.028
        464            2       2.4587       0.4587
        465            1       1.7444       0.7444
        466            0       0.6012       0.6012
        467            1       0.9335      -0.0665
        468            1       1.2923       0.2923
        469            3       2.8706      -0.1294
        470            3       2.8879      -0.1121
        471            6       4.7046      -1.2954
        472            4       3.3248      -0.6752
        473            2       1.8144      -0.1856
        474            1       1.2467       0.2467
        475            1        1.559        0.559
        476            3       2.9514      -0.0486
        477            2       2.3701       0.3701
        478            3       3.2542       0.2542
        479            3        2.974       -0.026
        480            9       5.9131      -3.0869
        481            1       1.4812       0.4812
        482            3       2.8232      -0.1768
        483            3        2.971       -0.029
        484            2       2.2951       0.2951
        485            3       3.7157       0.7157
        486            1       1.4191       0.4191
        487            1       1.7932       0.7932
        488            2       1.7174      -0.2826
        489            4       4.7734       0.7734
        490            3       3.0788       0.0788
        491            4       3.4827      -0.5173
        492           14      10.4017      -3.5983
        493            3       3.1499       0.1499
        494            2       1.9716      -0.0284
        495            1        1.201        0.201
        496            1       2.1151       1.1151
        497            2       2.3759       0.3759
        498            1       1.6849       0.6849
        499            3        3.693        0.693
        500            3       2.7254      -0.2746
        501            1       1.4001       0.4001
        502            3       2.2939      -0.7061
        503            3       2.7061      -0.2939
        504            4       3.7125      -0.2875
        505            2        2.039        0.039
        506            3       2.9359      -0.0641
        507            3       2.8552      -0.1448
        508            4       3.0539      -0.9461
        509            1       1.2579       0.2579
        510            2       2.1751       0.1751
        511            6       4.8235      -1.1765
        512            3       2.8266      -0.1734
        513            2       2.4302       0.4302
        514            3       3.0907       0.0907
        515            1        1.536        0.536
        516            0        0.373        0.373
        517            2       2.1412       0.1412
        518            2       2.4047       0.4047
        519            1       1.6062       0.6062
        520            2       2.2301       0.2301
        521            2       1.9924      -0.0076
        522            1       1.1955       0.1955
        523            1       0.8916      -0.1084
        524            3       2.7581      -0.2419
        525            3       2.9282      -0.0718
        526            2       1.9595      -0.0405
        527            4       3.4773      -0.5227
        528            1       1.5554       0.5554
        529            2       1.4826      -0.5174
        530            0        0.338        0.338
        531            2       2.1483       0.1483
        532            3       2.9406      -0.0594
        533            3       2.7031      -0.2969
