=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_25.Prodotto_2.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_25.Prodotto_2.Data -dayofweek -weekend

Relation:     Prodotto2_Sottoarea_25-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_25.Prodotto_2.Data
              Sottoarea_25.Prodotto_2.Day
              Sottoarea_25.Prodotto_2.Season
              Sottoarea_25.Prodotto_2.Vendite

Transformed training data:

              Sottoarea_25.Prodotto_2.Vendite
              DayOfWeek
              Weekend
              Sottoarea_25.Prodotto_2.Data-remapped
              Lag_Sottoarea_25.Prodotto_2.Vendite-30
              Lag_Sottoarea_25.Prodotto_2.Vendite-60
              Lag_Sottoarea_25.Prodotto_2.Vendite-90
              Lag_Sottoarea_25.Prodotto_2.Vendite-365
              Sottoarea_25.Prodotto_2.Data-remapped^2
              Sottoarea_25.Prodotto_2.Data-remapped^3
              Sottoarea_25.Prodotto_2.Data-remapped*Lag_Sottoarea_25.Prodotto_2.Vendite-30
              Sottoarea_25.Prodotto_2.Data-remapped*Lag_Sottoarea_25.Prodotto_2.Vendite-60
              Sottoarea_25.Prodotto_2.Data-remapped*Lag_Sottoarea_25.Prodotto_2.Vendite-90
              Sottoarea_25.Prodotto_2.Data-remapped*Lag_Sottoarea_25.Prodotto_2.Vendite-365

Sottoarea_25.Prodotto_2.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_25.Prodotto_2.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            2       1.7099      -0.2901
        376            0       0.4207       0.4207
        377            3       3.2949       0.2949
        378            4       4.0165       0.0165
        379            5       4.5426      -0.4574
        380            7       5.6653      -1.3347
        381            3       3.3333       0.3333
        382            0       0.6584       0.6584
        383            0       0.2563       0.2563
        384            6       5.0426      -0.9574
        385           10       7.4229      -2.5771
        386            6       4.9153      -1.0847
        387            3       3.5646       0.5646
        388            5         4.23        -0.77
        389            1       1.3459       0.3459
        390            1       0.9498      -0.0502
        391            5       4.1861      -0.8139
        392            3       3.3829       0.3829
        393            3       3.1964       0.1964
        394            3       3.3418       0.3418
        395            6        4.979       -1.021
        396            1       1.4104       0.4104
        397            1       0.9721      -0.0279
        398            3       3.3102       0.3102
        399            4       3.8377      -0.1623
        400            5       4.2509      -0.7491
        401            3       3.1956       0.1956
        402            3       3.3513       0.3513
        403            2       1.9727      -0.0273
        404            2       1.5407      -0.4593
        405            4        3.909       -0.091
        406            3       3.2472       0.2472
        407            3        3.089        0.089
        408            3       3.4009       0.4009
        409            3       3.0397       0.0397
        410            3       2.5569      -0.4431
        411            1        1.033        0.033
        412            2       2.3506       0.3506
        413            3       3.0607       0.0607
        414            2       2.4971       0.4971
        415            3       3.8101       0.8101
        416            4       3.8753      -0.1247
        417            3       2.6013      -0.3987
        418            1       1.0211       0.0211
        419            3       3.3402       0.3402
        420            3       3.1608       0.1608
        421            3       3.0006       0.0006
        422            3       3.3732       0.3732
        423            4       3.7823      -0.2177
        424            3       2.8901      -0.1099
        425            1       1.0469       0.0469
        426            2       2.4225       0.4225
        427            4       3.7382      -0.2618
        428            2       2.4523       0.4523
        429            9        6.576       -2.424
        430            2       2.6197       0.6197
        431            4       3.5484      -0.4516
        432            0        0.524        0.524
        433            8       6.2534      -1.7466
