=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_57.Prodotto_2.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_57.Prodotto_2.Data -dayofweek -weekend

Relation:     Prodotto2_Sottoarea_57-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_57.Prodotto_2.Data
              Sottoarea_57.Prodotto_2.Day
              Sottoarea_57.Prodotto_2.Season
              Sottoarea_57.Prodotto_2.Vendite

Transformed training data:

              Sottoarea_57.Prodotto_2.Vendite
              DayOfWeek
              Weekend
              Sottoarea_57.Prodotto_2.Data-remapped
              Lag_Sottoarea_57.Prodotto_2.Vendite-30
              Lag_Sottoarea_57.Prodotto_2.Vendite-60
              Lag_Sottoarea_57.Prodotto_2.Vendite-90
              Lag_Sottoarea_57.Prodotto_2.Vendite-365
              Sottoarea_57.Prodotto_2.Data-remapped^2
              Sottoarea_57.Prodotto_2.Data-remapped^3
              Sottoarea_57.Prodotto_2.Data-remapped*Lag_Sottoarea_57.Prodotto_2.Vendite-30
              Sottoarea_57.Prodotto_2.Data-remapped*Lag_Sottoarea_57.Prodotto_2.Vendite-60
              Sottoarea_57.Prodotto_2.Data-remapped*Lag_Sottoarea_57.Prodotto_2.Vendite-90
              Sottoarea_57.Prodotto_2.Data-remapped*Lag_Sottoarea_57.Prodotto_2.Vendite-365

Sottoarea_57.Prodotto_2.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_57.Prodotto_2.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            2       2.0026       0.0026
        376            1       1.1013       0.1013
        377            2       2.4372       0.4372
        378            3       3.4543       0.4543
        379            5       4.3404      -0.6596
        380            4       3.9778      -0.0222
        381            3       3.1931       0.1931
        382            0       0.6966       0.6966
        383            0       0.5129       0.5129
        384            2       2.4286       0.4286
        385            4       3.7455      -0.2545
        386            3       3.5388       0.5388
        387            4       4.2439       0.2439
        388            5       4.5639      -0.4361
        389            2       1.9878      -0.0122
        390            2       1.8692      -0.1308
        391            3         3.31         0.31
        392            5        4.593       -0.407
        393            4       3.8815      -0.1185
        394            3       3.3421       0.3421
        395            5       4.5128      -0.4872
        396            1       2.0021       1.0021
        397            1       1.3008       0.3008
        398            3       2.9866      -0.0134
        399            4       4.2927       0.2927
        400            3       4.2737       1.2737
        401            5       5.4151       0.4151
        402            6       6.0998       0.0998
        403            8       6.0204      -1.9796
        404            4        3.524       -0.476
        405            4       4.5543       0.5543
        406            9        7.935       -1.065
        407           13       9.7042      -3.2958
        408            6       6.6639       0.6639
        409            7       6.6452      -0.3548
        410            7       5.3789      -1.6211
        411            2       2.2443       0.2443
        412            3       3.6424       0.6424
        413            9       7.9898      -1.0102
        414            5       5.5929       0.5929
        415           13      10.2286      -2.7714
        416            6       6.1235       0.1235
        417            4       4.0616       0.0616
        418            2       1.8981      -0.1019
        419            6       5.8899      -0.1101
        420           10       8.5533      -1.4467
        421            4       4.5834       0.5834
        422            9       8.1716      -0.8284
        423            6       5.8988      -0.1012
        424            7       5.6355      -1.3645
        425            1       1.4775       0.4775
        426            5       5.2214       0.2214
        427            5       5.5747       0.5747
        428            3       3.7561       0.7561
        429            6       6.3484       0.3484
        430            4        4.844        0.844
        431            4       3.5683      -0.4317
        432            4       3.2241      -0.7759
        433            8       6.9727      -1.0273
