=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_13.Prodotto_2.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_13.Prodotto_2.Data -dayofweek -weekend

Relation:     Prodotto2_Sottoarea_13-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_13.Prodotto_2.Data
              Sottoarea_13.Prodotto_2.Day
              Sottoarea_13.Prodotto_2.Season
              Sottoarea_13.Prodotto_2.Vendite

Transformed training data:

              Sottoarea_13.Prodotto_2.Vendite
              DayOfWeek
              Weekend
              Sottoarea_13.Prodotto_2.Data-remapped
              Lag_Sottoarea_13.Prodotto_2.Vendite-30
              Lag_Sottoarea_13.Prodotto_2.Vendite-60
              Lag_Sottoarea_13.Prodotto_2.Vendite-90
              Lag_Sottoarea_13.Prodotto_2.Vendite-365
              Sottoarea_13.Prodotto_2.Data-remapped^2
              Sottoarea_13.Prodotto_2.Data-remapped^3
              Sottoarea_13.Prodotto_2.Data-remapped*Lag_Sottoarea_13.Prodotto_2.Vendite-30
              Sottoarea_13.Prodotto_2.Data-remapped*Lag_Sottoarea_13.Prodotto_2.Vendite-60
              Sottoarea_13.Prodotto_2.Data-remapped*Lag_Sottoarea_13.Prodotto_2.Vendite-90
              Sottoarea_13.Prodotto_2.Data-remapped*Lag_Sottoarea_13.Prodotto_2.Vendite-365

Sottoarea_13.Prodotto_2.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_13.Prodotto_2.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            8       5.5551      -2.4449
        376            2       2.1459       0.1459
        377            2       2.8399       0.8399
        378            3       4.2645       1.2645
        379            7       5.8401      -1.1599
        380            6       5.7034      -0.2966
        381            5        5.325        0.325
        382            1         2.69         1.69
        383            1       1.4913       0.4913
        384            5       4.3955      -0.6045
        385            6       5.7233      -0.2767
        386            6       5.9451      -0.0549
        387            6       5.6737      -0.3263
        388           10       7.5185      -2.4815
        389            3       2.9693      -0.0307
        390            3       2.7249      -0.2751
        391            4       4.1167       0.1167
        392            4       4.6776       0.6776
        393            5       5.0343       0.0343
        394            6       5.7926      -0.2074
        395            5       5.3483       0.3483
        396            2       2.7361       0.7361
        397            2       2.3841       0.3841
        398            5       4.6305      -0.3695
        399            3       3.8234       0.8234
        400            6       5.6774      -0.3226
        401            7        7.088        0.088
        402            5       5.1301       0.1301
        403            6       5.7701      -0.2299
        404            6       4.2738      -1.7262
        405            4       4.0098       0.0098
        406            5       5.4976       0.4976
        407            9       7.4166      -1.5834
        408            5       5.6438       0.6438
        409            9       7.9972      -1.0028
        410            9       7.1032      -1.8968
        411            1       1.8633       0.8633
        412            3       3.3863       0.3863
        413            6       5.9908      -0.0092
        414            6       5.5223      -0.4777
        415            8       7.3472      -0.6528
        416            7       6.8177      -0.1823
        417            4         4.54         0.54
        418            4       3.5904      -0.4096
        419            3       3.4229       0.4229
        420            7       6.6274      -0.3726
        421            3       3.6919       0.6919
        422            7       6.7809      -0.2191
        423            5       5.4505       0.4505
        424            6       5.5732      -0.4268
        425            1       1.7065       0.7065
        426            5       4.2523      -0.7477
        427            6       5.8145      -0.1855
        428            3       3.8167       0.8167
        429            7       7.1385       0.1385
        430            3       4.3019       1.3019
        431            5       4.9298      -0.0702
        432            3       2.6111      -0.3889
        433            3       3.5313       0.5313
        434            8       7.5754      -0.4246
        435            7       6.1323      -0.8677
        436           11       9.4654      -1.5346
        437            7       6.2567      -0.7433
        438            6       5.3803      -0.6197
        439            1       1.6971       0.6971
        440            4       4.0573       0.0573
        441            5       5.5437       0.5437
        442            6        5.695       -0.305
        443           10       7.5485      -2.4515
        444            7       6.1686      -0.8314
        445            5       4.4209      -0.5791
        446            2       2.3551       0.3551
        447            4       3.9105      -0.0895
        448            7       5.9586      -1.0414
        449            6       5.4607      -0.5393
        450           10       8.5265      -1.4735
        451            8       7.3002      -0.6998
        452            5       5.1216       0.1216
        453            3        2.742       -0.258
        454            4       4.0991       0.0991
        455            5       5.2307       0.2307
        456            2       3.5935       1.5935
        457            6       6.7515       0.7515
        458            8        7.423       -0.577
        459            6       4.9689      -1.0311
        460            2       2.5814       0.5814
        461            1       2.4984       1.4984
        462            5       5.6792       0.6792
        463            8       6.6099      -1.3901
        464            6       6.1794       0.1794
        465           11        8.862       -2.138
        466            0       1.3043       1.3043
        467            5       3.9319      -1.0681
        468            6       5.4197      -0.5803
        469            9        7.812       -1.188
        470            5       4.9333      -0.0667
        471            8       7.4595      -0.5405
        472            5       5.3642       0.3642
        473            5       4.5691      -0.4309
        474            3       3.1946       0.1946
        475            3        3.493        0.493
        476            3       3.8046       0.8046
        477            4       4.2531       0.2531
        478            7       6.7202      -0.2798
        479            6       5.8768      -0.1232
        480            5       4.0133      -0.9867
        481            2       3.1072       1.1072
        482            5       4.7759      -0.2241
        483            7        6.677       -0.323
        484            2       2.9124       0.9124
        485            8       7.7113      -0.2887
        486            5       5.3433       0.3433
        487            2       2.8194       0.8194
        488            8        6.003       -1.997
        489            8       6.5054      -1.4946
        490            6       5.9905      -0.0095
        491            6       5.0954      -0.9046
        492            9       8.3349      -0.6651
        493            6       6.2211       0.2211
        494            5       4.1766      -0.8234
        495            2       2.7862       0.7862
        496            2       2.9462       0.9462
        497            6       7.0508       1.0508
        498            2       2.8054       0.8054
        499            3        4.298        1.298
        500            5       5.8158       0.8158
        501            3       3.1529       0.1529
        502            6       4.3687      -1.6313
        503            7       5.5153      -1.4847
        504            7       6.6428      -0.3572
        505            4       3.9663      -0.0337
        506            8       7.3026      -0.6974
        507            7       6.6738      -0.3262
        508            4       3.8756      -0.1244
        509            1        1.986        0.986
        510            3       3.8908       0.8908
        511            7       6.3303      -0.6697
        512            4       3.9618      -0.0382
        513            3       4.4034       1.4034
        514            7       6.3009      -0.6991
        515            3       3.0793       0.0793
        516            1       1.6335       0.6335
        517            2       2.7233       0.7233
        518            2       3.4417       1.4417
        519            2       2.8644       0.8644
        520            7       6.2618      -0.7382
        521            5        4.902       -0.098
        522            2       2.1035       0.1035
        523            2       2.0589       0.0589
        524            4       3.8503      -0.1497
        525            8       7.6504      -0.3496
        526            9       7.0719      -1.9281
        527            7       6.4223      -0.5777
        528            3       3.9552       0.9552
        529            6       5.0658      -0.9342
        530            1       1.2732       0.2732
        531            5         4.34        -0.66
        532           10       8.7282      -1.2718
        533            5       4.7151      -0.2849
        534            5       5.4958       0.4958
        535            6        5.923       -0.077
        536            0       1.4867       1.4867
        537            4        3.045       -0.955
        538            4       3.8466      -0.1534
        539            4       5.2883       1.2883
        540            2       3.0406       1.0406
        541            6       5.6939      -0.3061
        542            8       7.1451      -0.8549
        543            4       3.7852      -0.2148
        544            1        1.266        0.266
        545            3       3.1695       0.1695
        546            5       5.3774       0.3774
        547            4       4.1907       0.1907
        548            6       6.1655       0.1655
        549            6       5.4165      -0.5835
        550            7        5.362       -1.638
        551            0       0.7357       0.7357
        552            2       2.5258       0.5258
        553           14      11.3843      -2.6157
        554            6       5.3106      -0.6894
        555            7       6.5735      -0.4265
        556            5       5.4381       0.4381
        557            5       4.4213      -0.5787
        558            1       1.0634       0.0634
        559            4       3.8393      -0.1607
        560            6       5.7783      -0.2217
        561            6       5.2403      -0.7597
        562            5       5.4935       0.4935
        563            7        6.296       -0.704
        564            2       2.4423       0.4423
        565            0       0.6537       0.6537
        566            3       3.7996       0.7996
        567            6       5.8649      -0.1351
        568            3        3.701        0.701
        569            6       5.9499      -0.0501
        570            4       4.7046       0.7046
        571            3       2.9699      -0.0301
        572            2        1.569       -0.431
        573            2       2.6005       0.6005
        574            5        4.924       -0.076
        575            4       4.1768       0.1768
        576            4       4.5616       0.5616
        577            6       5.7476      -0.2524
        578            4       3.2034      -0.7966
        579            0       0.3937       0.3937
        580            5       4.0351      -0.9649
        581            5       5.5071       0.5071
        582            4       4.2147       0.2147
        583            7       6.5356      -0.4644
        584            5       5.2652       0.2652
        585            3       2.8831      -0.1169
        586            0       0.3663       0.3663
        587            2       2.4282       0.4282
        588            5       5.0535       0.0535
        589            4       3.5701      -0.4299
        590            4       4.6345       0.6345
        591            4       4.5291       0.5291
        592            0       0.7934       0.7934
        593            0       0.5938       0.5938
        594            4       3.6409      -0.3591
        595            4       4.0737       0.0737
        596            5       4.6548      -0.3452
        597            4        4.719        0.719
        598            3       3.9221       0.9221
        599            1       1.6347       0.6347
        600            0       0.2845       0.2845
        601            2       2.5502       0.5502
        602            4       4.6262       0.6262
        603            2       3.2121       1.2121
        604            3       3.8284       0.8284
        605            2       3.3566       1.3566
        606            2       2.1063       0.1063
        607            0       0.2667       0.2667
        608            1       2.0174       1.0174
        609            3       3.6323       0.6323
        610            1       1.8611       0.8611
        611            1       2.5271       1.5271
        612            6       5.6874      -0.3126
        613            0       0.7616       0.7616
        614            3       2.0882      -0.9118
        615            3       2.8831      -0.1169
        616            4       5.0876       1.0876
        617            5        4.727       -0.273
        618            5       5.2073       0.2073
        619            5       5.2117       0.2117
        620            3       2.7534      -0.2466
        621            0       0.6112       0.6112
        622            4       3.7881      -0.2119
        623            6       5.8834      -0.1166
        624            6       5.4352      -0.5648
        625            7       6.5894      -0.4106
        626            5       4.8315      -0.1685
        627            0       1.0748       1.0748
        628            1        1.233        0.233
        629            4       3.6757      -0.3243
        630            6       5.8052      -0.1948
        631            8       6.7181      -1.2819
        632            6       6.2408       0.2408
        633            7       6.5874      -0.4126
        634            4       3.3796      -0.6204
        635            3       2.2527      -0.7473
        636            4       3.9247      -0.0753
        637            3       3.7622       0.7622
        638            1       2.4113       1.4113
        639           12       9.3539      -2.6461
        640            5       5.0707       0.0707
        641            5       4.3615      -0.6385
        642            1       1.0137       0.0137
        643            3       3.0836       0.0836
        644            9       8.3294      -0.6706
        645            4       4.2719       0.2719
        646            6       6.2742       0.2742
        647            8       7.4077      -0.5923
        648            0       1.3904       1.3904
        649            2       1.5759      -0.4241
        650            5       4.0864      -0.9136
        651            9       7.8104      -1.1896
        652            2       3.1781       1.1781
        653            9       7.9651      -1.0349
        654            6        5.949       -0.051
        655            5        4.218       -0.782
        656            0       0.4499       0.4499
