=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_10.Prodotto_1.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_10.Prodotto_1.Data -dayofweek -weekend

Relation:     Prodotto1_Sottoarea_10-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_10.Prodotto_1.Data
              Sottoarea_10.Prodotto_1.Day
              Sottoarea_10.Prodotto_1.Season
              Sottoarea_10.Prodotto_1.Vendite

Transformed training data:

              Sottoarea_10.Prodotto_1.Vendite
              DayOfWeek
              Weekend
              Sottoarea_10.Prodotto_1.Data-remapped
              Lag_Sottoarea_10.Prodotto_1.Vendite-30
              Lag_Sottoarea_10.Prodotto_1.Vendite-60
              Lag_Sottoarea_10.Prodotto_1.Vendite-90
              Lag_Sottoarea_10.Prodotto_1.Vendite-365
              Sottoarea_10.Prodotto_1.Data-remapped^2
              Sottoarea_10.Prodotto_1.Data-remapped^3
              Sottoarea_10.Prodotto_1.Data-remapped*Lag_Sottoarea_10.Prodotto_1.Vendite-30
              Sottoarea_10.Prodotto_1.Data-remapped*Lag_Sottoarea_10.Prodotto_1.Vendite-60
              Sottoarea_10.Prodotto_1.Data-remapped*Lag_Sottoarea_10.Prodotto_1.Vendite-90
              Sottoarea_10.Prodotto_1.Data-remapped*Lag_Sottoarea_10.Prodotto_1.Vendite-365

Sottoarea_10.Prodotto_1.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_10.Prodotto_1.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            1       1.2562       0.2562
        376            0       0.0841       0.0841
        377            4       4.1666       0.1666
        378            5       4.6707      -0.3293
        379            4       4.1946       0.1946
        380            5       4.8314      -0.1686
        381            4        4.426        0.426
        382            2       1.8032      -0.1968
        383            0       0.0499       0.0499
        384            3       3.2472       0.2472
        385            5       4.6312      -0.3688
        386            4       4.4432       0.4432
        387            4       4.2898       0.2898
        388            7       6.1853      -0.8147
        389            2       2.1205       0.1205
        390            0       0.0549       0.0549
        391            6       5.1127      -0.8873
        392            2       3.0771       1.0771
        393            5       4.7285      -0.2715
        394            5       4.7751      -0.2249
        395            5       4.9931      -0.0069
        396            2       1.9761      -0.0239
        397            0       0.0348       0.0348
        398            4        4.251        0.251
        399            4       4.0301       0.0301
        400            3       3.5545       0.5545
        401            5        4.886       -0.114
        402            5        5.129        0.129
        403            2       2.1222       0.1222
        404            0       0.0178       0.0178
        405            5       4.5438      -0.4562
        406            5       4.7887      -0.2113
        407            5       4.8954      -0.1046
        408            6        5.608       -0.392
        409            7       6.2516      -0.7484
        410            3       2.5325      -0.4675
        411            0       0.0178       0.0178
        412            4       4.0077       0.0077
        413            5       4.7825      -0.2175
        414            6       5.4233      -0.5767
        415            6       5.5833      -0.4167
        416            6       5.5881      -0.4119
        417            2        1.908       -0.092
        418            0       0.0269       0.0269
        419            5       4.7611      -0.2389
        420            3       3.2981       0.2981
        421            4       4.1189       0.1189
        422            5       4.7782      -0.2218
        423            6       5.6298      -0.3702
        424            2       1.7836      -0.2164
        425            0       0.1341       0.1341
        426            5       4.5896      -0.4104
        427            4        4.323        0.323
        428            5       4.6869      -0.3131
        429            4       4.2227       0.2227
        430            5       5.3846       0.3846
        431            1       1.3024       0.3024
        432            0       0.1015       0.1015
        433            4       4.2269       0.2269
        434            5       4.8512      -0.1488
        435            3       3.6604       0.6604
        436            5       5.2536       0.2536
        437            5        5.163        0.163
        438            2       1.7675      -0.2325
        439            0       0.0608       0.0608
        440            6         5.31        -0.69
        441            5       4.8064      -0.1936
        442            4         4.18         0.18
        443            6       5.1135      -0.8865
        444            7        5.466       -1.534
        445            1       1.0254       0.0254
        446            0       0.0167       0.0167
        447            4       3.9425      -0.0575
        448            5       4.5175      -0.4825
        449            3       3.5828       0.5828
        450            4       4.3325       0.3325
        451            6       5.1218      -0.8782
        452            2       1.7625      -0.2375
        453            0       0.0213       0.0213
        454            4       4.3313       0.3313
        455            5       4.8984      -0.1016
        456            5       4.7503      -0.2497
        457            5       4.8539      -0.1461
        458            4       4.1619       0.1619
        459            1       1.2927       0.2927
        460            0       0.0364       0.0364
        461            0       1.7347       1.7347
        462            4        4.203        0.203
        463            5       4.6875      -0.3125
        464            6       5.6883      -0.3117
        465            4       4.2976       0.2976
        466            1       1.2077       0.2077
        467            0       0.0681       0.0681
        468            5       4.7171      -0.2829
        469            5       4.6821      -0.3179
        470            4       4.3241       0.3241
        471            5       5.2609       0.2609
        472            6       5.3524      -0.6476
        473            1       1.1552       0.1552
        474            0       0.0448       0.0448
        475            3       3.6129       0.6129
        476            3       3.4665       0.4665
        477            4       4.1598       0.1598
        478            7       6.2779      -0.7221
        479            5       4.7903      -0.2097
        480            1       1.1316       0.1316
        481            0       0.0467       0.0467
        482            7       5.8063      -1.1937
        483            4       4.1089       0.1089
        484            4       4.2937       0.2937
        485            5       5.2301       0.2301
        486            0       1.9419       1.9419
        487            0       0.4624       0.4624
        488            1       0.6865      -0.3135
        489            2       3.1124       1.1124
        490            6       5.4309      -0.5691
        491            5       4.7929      -0.2071
        492            4       4.3147       0.3147
        493            6       5.1991      -0.8009
        494            1       1.3912       0.3912
        495            0       0.1025       0.1025
        496            6       5.2256      -0.7744
        497            7       5.8861      -1.1139
        498            5       4.8286      -0.1714
        499            6       5.7445      -0.2555
        500            4       4.3681       0.3681
        501            2       1.8735      -0.1265
        502            1       0.6608      -0.3392
        503            5       4.7564      -0.2436
        504            3       3.5919       0.5919
        505            5       4.9279      -0.0721
        506            4        4.255        0.255
        507            5        4.687       -0.313
        508            4       3.1547      -0.8453
        509            0       0.0334       0.0334
        510            5       4.4751      -0.5249
        511            5       4.8463      -0.1537
        512            5       4.8531      -0.1469
        513            4       4.3537       0.3537
        514            3       3.8469       0.8469
        515            1       1.6073       0.6073
        516            0       0.0707       0.0707
        517            2       3.0982       1.0982
        518            3       3.5058       0.5058
        519            4       4.4621       0.4621
        520            6       5.5763      -0.4237
        521            3       3.5567       0.5567
        522            5       3.6667      -1.3333
        523            0        0.063        0.063
        524            4       4.3457       0.3457
        525            3       3.6872       0.6872
        526            7       6.1471      -0.8529
        527            5       5.1417       0.1417
        528            7        6.112       -0.888
        529            3       2.5188      -0.4812
        530            0            0            0
        531            6       5.5035      -0.4965
        532            5       4.6452      -0.3548
        533            7       6.4946      -0.5054
        534            5       4.9055      -0.0945
        535            4         4.28         0.28
        536            1       1.2553       0.2553
        537            0       0.0312       0.0312
        538            7       6.0981      -0.9019
        539            4       4.0694       0.0694
        540            5       5.2011       0.2011
        541            5       4.9462      -0.0538
        542            7       6.1459      -0.8541
        543            1       1.2651       0.2651
        544            0       0.0412       0.0412
        545            6       5.2531      -0.7469
        546            2       2.6954       0.6954
        547            6       5.6168      -0.3832
        548            3       3.5804       0.5804
        549            4       4.1468       0.1468
        550            2        1.752       -0.248
        551            0       0.1898       0.1898
        552            4       4.4914       0.4914
        553            5       4.7479      -0.2521
        554            6       5.7199      -0.2801
        555            5       4.6041      -0.3959
        556            4       3.8067      -0.1933
        557            1       1.0697       0.0697
        558            0       0.0762       0.0762
        559            5       5.1074       0.1074
        560            4       4.2332       0.2332
        561            4       4.2976       0.2976
        562            3       3.4998       0.4998
        563            3       3.3644       0.3644
        564            1       0.9239      -0.0761
        565            0       0.0287       0.0287
        566            3       3.2977       0.2977
        567            3        3.609        0.609
        568            3       3.5203       0.5203
        569            4       4.1725       0.1725
        570            4        4.142        0.142
        571            1       1.0587       0.0587
        572            0       0.0168       0.0168
        573            3       3.3089       0.3089
        574            6       5.2403      -0.7597
        575            5        5.023        0.023
        576            4       4.0986       0.0986
        577            4       4.2218       0.2218
        578            3       2.2298      -0.7702
        579            0       0.0334       0.0334
        580            6       5.2635      -0.7365
        581            4       4.1548       0.1548
        582            3       3.5137       0.5137
        583            4       4.1977       0.1977
        584            4       3.9287      -0.0713
        585            0       0.4831       0.4831
        586            0       0.0708       0.0708
        587            2       2.6402       0.6402
        588            4       4.2537       0.2537
        589            4       4.0503       0.0503
        590            4       4.1552       0.1552
        591            4       4.0321       0.0321
        592            0       0.7038       0.7038
        593            0       0.0735       0.0735
        594            4       3.9402      -0.0598
