=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_137.Prodotto_1.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_137.Prodotto_1.Data -dayofweek -weekend

Relation:     Prodotto1_Sottoarea_137-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_137.Prodotto_1.Data
              Sottoarea_137.Prodotto_1.Day
              Sottoarea_137.Prodotto_1.Season
              Sottoarea_137.Prodotto_1.Vendite

Transformed training data:

              Sottoarea_137.Prodotto_1.Vendite
              DayOfWeek
              Weekend
              Sottoarea_137.Prodotto_1.Data-remapped
              Lag_Sottoarea_137.Prodotto_1.Vendite-30
              Lag_Sottoarea_137.Prodotto_1.Vendite-60
              Lag_Sottoarea_137.Prodotto_1.Vendite-90
              Lag_Sottoarea_137.Prodotto_1.Vendite-365
              Sottoarea_137.Prodotto_1.Data-remapped^2
              Sottoarea_137.Prodotto_1.Data-remapped^3
              Sottoarea_137.Prodotto_1.Data-remapped*Lag_Sottoarea_137.Prodotto_1.Vendite-30
              Sottoarea_137.Prodotto_1.Data-remapped*Lag_Sottoarea_137.Prodotto_1.Vendite-60
              Sottoarea_137.Prodotto_1.Data-remapped*Lag_Sottoarea_137.Prodotto_1.Vendite-90
              Sottoarea_137.Prodotto_1.Data-remapped*Lag_Sottoarea_137.Prodotto_1.Vendite-365

Sottoarea_137.Prodotto_1.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_137.Prodotto_1.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            2       1.7228      -0.2772
        376            0       0.1453       0.1453
        377            5       4.8608      -0.1392
        378            5       4.6183      -0.3817
        379            2       2.8014       0.8014
        380            4       3.7498      -0.2502
        381            6       5.2367      -0.7633
        382            2        1.872       -0.128
        383            0       0.0426       0.0426
        384            5       5.0112       0.0112
        385            5       4.9262      -0.0738
        386            5       4.3811      -0.6189
        387            4       4.0005       0.0005
        388            5       4.4299      -0.5701
        389            2       1.9522      -0.0478
        390            0       0.0957       0.0957
        391            6       5.7089      -0.2911
        392            6       5.3187      -0.6813
        393            4       4.0356       0.0356
        394            5       4.4197      -0.5803
        395            3       3.3382       0.3382
        396            3       2.4512      -0.5488
        397            0       0.0484       0.0484
        398            6       5.6878      -0.3122
        399            5        4.898       -0.102
        400            4       4.2372       0.2372
        401            3       3.5106       0.5106
        402            6       5.2051      -0.7949
        403            2       1.8107      -0.1893
        404            0       0.2348       0.2348
        405            6       5.5167      -0.4833
        406            4       4.0205       0.0205
        407            6       5.2562      -0.7438
        408            6       5.2182      -0.7818
        409            2       2.7894       0.7894
        410            0       0.6245       0.6245
        411            1       0.6832      -0.3168
        412            5       4.7024      -0.2976
        413            3       3.4165       0.4165
        414            3       3.3523       0.3523
        415            3        3.452        0.452
        416            4       3.9982      -0.0018
        417            1       1.0222       0.0222
        418            1       0.8688      -0.1312
        419            3       3.3619       0.3619
        420            4       3.8687      -0.1313
        421            4       4.0229       0.0229
        422            3       3.5092       0.5092
        423            3       3.4801       0.4801
        424            2       1.6442      -0.3558
        425            1        0.892       -0.108
        426            4       3.6728      -0.3272
        427            4       4.0063       0.0063
        428            5       4.5515      -0.4485
        429            4       3.7953      -0.2047
        430            5       4.3687      -0.6313
        431            1       1.2126       0.2126
        432            0       0.1686       0.1686
        433            3       3.2456       0.2456
        434            4       4.1269       0.1269
        435            5       4.7891      -0.2109
        436            3       3.2226       0.2226
        437            5       4.7309      -0.2691
        438            2       1.6926      -0.3074
        439            1       0.8117      -0.1883
        440            4       3.9093      -0.0907
        441            4        3.845       -0.155
        442            5       4.6742      -0.3258
        443            3       2.8658      -0.1342
        444            4       3.5986      -0.4014
        445            1       1.0235       0.0235
        446            0       0.1624       0.1624
        447            3        3.465        0.465
        448            3        3.038        0.038
        449            4       3.7612      -0.2388
        450            2       2.7028       0.7028
        451            3        3.381        0.381
        452            1       0.9658      -0.0342
        453            1       0.7067      -0.2933
        454            5       4.3755      -0.6245
        455            4       3.7592      -0.2408
        456            4       3.9103      -0.0897
        457            4       3.6868      -0.3132
        458            3       3.4137       0.4137
        459            1       1.0243       0.0243
        460            0       0.1343       0.1343
        461            0        1.385        1.385
        462            3       3.2761       0.2761
        463            4       4.0056       0.0056
        464            3       3.2601       0.2601
        465            4       4.0662       0.0662
        466            1       1.0066       0.0066
        467            0       0.1227       0.1227
        468            3       3.4676       0.4676
        469            4       3.8682      -0.1318
        470            4       3.9845      -0.0155
        471            4       4.0602       0.0602
        472            5       4.6538      -0.3462
        473            1       0.9536      -0.0464
        474            1       0.6633      -0.3367
        475            3       3.2748       0.2748
        476            2       2.2843       0.2843
        477            4       3.9625      -0.0375
        478            5       4.6944      -0.3056
        479            4       4.0428       0.0428
        480            1       0.9273      -0.0727
        481            0       0.2104       0.2104
        482            4       3.8009      -0.1991
        483            3       3.1609       0.1609
        484            3       3.6169       0.6169
        485            5       4.6969      -0.3031
        486            1       2.0955       1.0955
        487            0       0.2593       0.2593
        488            1       0.6622      -0.3378
        489            4       3.9722      -0.0278
        490            4       3.9012      -0.0988
        491            4        4.005        0.005
        492            4       3.9238      -0.0762
        493            5       4.7695      -0.2305
        494            1       0.8397      -0.1603
        495            0       0.1091       0.1091
        496            4       3.9286      -0.0714
        497            5        4.506       -0.494
        498            5       4.4179      -0.5821
        499            8       6.6424      -1.3576
        500            7       5.7962      -1.2038
        501            0       0.2667       0.2667
        502            0       0.0099       0.0099
        503            5       4.5134      -0.4866
        504            3       3.3431       0.3431
        505            4       3.9703      -0.0297
        506            4       3.7888      -0.2112
        507            4       4.3241       0.3241
        508            0       0.2384       0.2384
        509            0       0.0099       0.0099
        510            4       3.8339      -0.1661
        511            4       4.0369       0.0369
        512            5       4.4935      -0.5065
        513            2       2.9799       0.9799
        514            4       3.9985      -0.0015
        515            1       0.8151      -0.1849
        516            0         0.06         0.06
        517            4       4.2626       0.2626
        518            1       1.7296       0.7296
        519            3        3.322        0.322
        520            4       3.8618      -0.1382
        521            6       5.2356      -0.7644
