=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_73.Prodotto_2.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_73.Prodotto_2.Data -dayofweek -weekend

Relation:     Prodotto2_Sottoarea_73-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_73.Prodotto_2.Data
              Sottoarea_73.Prodotto_2.Day
              Sottoarea_73.Prodotto_2.Season
              Sottoarea_73.Prodotto_2.Vendite

Transformed training data:

              Sottoarea_73.Prodotto_2.Vendite
              DayOfWeek
              Weekend
              Sottoarea_73.Prodotto_2.Data-remapped
              Lag_Sottoarea_73.Prodotto_2.Vendite-30
              Lag_Sottoarea_73.Prodotto_2.Vendite-60
              Lag_Sottoarea_73.Prodotto_2.Vendite-90
              Lag_Sottoarea_73.Prodotto_2.Vendite-365
              Sottoarea_73.Prodotto_2.Data-remapped^2
              Sottoarea_73.Prodotto_2.Data-remapped^3
              Sottoarea_73.Prodotto_2.Data-remapped*Lag_Sottoarea_73.Prodotto_2.Vendite-30
              Sottoarea_73.Prodotto_2.Data-remapped*Lag_Sottoarea_73.Prodotto_2.Vendite-60
              Sottoarea_73.Prodotto_2.Data-remapped*Lag_Sottoarea_73.Prodotto_2.Vendite-90
              Sottoarea_73.Prodotto_2.Data-remapped*Lag_Sottoarea_73.Prodotto_2.Vendite-365

Sottoarea_73.Prodotto_2.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_73.Prodotto_2.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            2       1.4694      -0.5306
        376            1       1.0064       0.0064
        377            0       0.2552       0.2552
        378            1       1.3659       0.3659
        379            2       1.9859      -0.0141
        380            2       1.8833      -0.1167
        381            1       1.2038       0.2038
        382            0       0.4817       0.4817
        383            0       0.4047       0.4047
        384            1       0.8286      -0.1714
        385            2       1.8998      -0.1002
        386            3        2.505       -0.495
        387            2       1.7908      -0.2092
        388            2        1.847       -0.153
        389            1       1.1077       0.1077
        390            1       0.7695      -0.2305
        391            1       0.9571      -0.0429
        392            1       1.2565       0.2565
        393            1       1.2317       0.2317
        394            1       1.3094       0.3094
        395            2       1.7758      -0.2242
        396            0       0.4731       0.4731
        397            0        0.361        0.361
        398            1       1.2317       0.2317
        399            1       1.1491       0.1491
        400            1       1.1104       0.1104
        401            2       1.9348      -0.0652
        402            1       1.2857       0.2857
        403            2       1.6213      -0.3787
        404            2       1.7258      -0.2742
        405            4       2.9513      -1.0487
        406            2       1.7876      -0.2124
        407            1       1.1745       0.1745
        408            2       2.1807       0.1807
        409            2       1.8363      -0.1637
        410            3       2.3026      -0.6974
        411            1       0.9162      -0.0838
        412            1       1.2865       0.2865
        413            1       1.3624       0.3624
        414            2        1.664       -0.336
        415            1       1.3554       0.3554
        416            1       1.3317       0.3317
        417            2       1.9099      -0.0901
        418            2       1.7013      -0.2987
        419            1        1.231        0.231
        420            2       1.8278      -0.1722
        421            1       1.2357       0.2357
        422            2       2.2886       0.2886
        423            2       1.9209      -0.0791
        424            2       1.8428      -0.1572
        425            0       0.4899       0.4899
        426            1       1.1715       0.1715
        427            1       1.3567       0.3567
        428            1       1.3624       0.3624
        429            3       2.9873      -0.0127
        430            2       1.7785      -0.2215
        431            1       1.2612       0.2612
        432            1       1.2815       0.2815
        433            2        1.791       -0.209
