=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_54.Prodotto_2.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_54.Prodotto_2.Data -dayofweek -weekend

Relation:     Prodotto2_Sottoarea_54-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_54.Prodotto_2.Data
              Sottoarea_54.Prodotto_2.Day
              Sottoarea_54.Prodotto_2.Season
              Sottoarea_54.Prodotto_2.Vendite

Transformed training data:

              Sottoarea_54.Prodotto_2.Vendite
              DayOfWeek
              Weekend
              Sottoarea_54.Prodotto_2.Data-remapped
              Lag_Sottoarea_54.Prodotto_2.Vendite-30
              Lag_Sottoarea_54.Prodotto_2.Vendite-60
              Lag_Sottoarea_54.Prodotto_2.Vendite-90
              Lag_Sottoarea_54.Prodotto_2.Vendite-365
              Sottoarea_54.Prodotto_2.Data-remapped^2
              Sottoarea_54.Prodotto_2.Data-remapped^3
              Sottoarea_54.Prodotto_2.Data-remapped*Lag_Sottoarea_54.Prodotto_2.Vendite-30
              Sottoarea_54.Prodotto_2.Data-remapped*Lag_Sottoarea_54.Prodotto_2.Vendite-60
              Sottoarea_54.Prodotto_2.Data-remapped*Lag_Sottoarea_54.Prodotto_2.Vendite-90
              Sottoarea_54.Prodotto_2.Data-remapped*Lag_Sottoarea_54.Prodotto_2.Vendite-365

Sottoarea_54.Prodotto_2.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_54.Prodotto_2.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            2       1.5026      -0.4974
        376            1       0.9688      -0.0312
        377            1       1.6383       0.6383
        378            2       1.9851      -0.0149
        379            3       3.1894       0.1894
        380            2       2.6601       0.6601
        381            2       2.2909       0.2909
        382            0       0.7472       0.7472
        383            0       0.4276       0.4276
        384            5       3.6816      -1.3184
        385            3       2.4584      -0.5416
        386            2       2.1437       0.1437
        387            4        3.693       -0.307
        388            3       2.7693      -0.2307
        389            2       1.6326      -0.3674
        390            2        1.587       -0.413
        391            1       1.4665       0.4665
        392            2       2.4875       0.4875
        393            2       2.3063       0.3063
        394            2       2.3464       0.3464
        395            2       2.2234       0.2234
        396            0       1.3603       1.3603
        397            1       1.2494       0.2494
        398            1       1.4727       0.4727
        399            3        3.332        0.332
        400            1       1.9986       0.9986
        401            2       2.7093       0.7093
        402           14       9.9362      -4.0638
        403           11       8.3523      -2.6477
        404            6       4.1093      -1.8907
        405            2        1.925       -0.075
        406            6         4.93        -1.07
        407            5       3.8384      -1.1616
        408            5        4.345       -0.655
        409            3       3.1728       0.1728
        410           10       7.0427      -2.9573
        411            1       1.5204       0.5204
        412            3       2.4495      -0.5505
        413            6       4.8189      -1.1811
        414            3        3.042        0.042
        415            5       4.2776      -0.7224
        416            4       3.8774      -0.1226
        417            6       5.0109      -0.9891
        418            1       1.0523       0.0523
        419            1        1.308        0.308
        420            3        3.193        0.193
        421            2        2.468        0.468
        422            4       4.1409       0.1409
        423            3       3.0253       0.0253
        424            3       2.9044      -0.0956
        425            1       1.0405       0.0405
        426            2        1.853       -0.147
        427            2       2.7574       0.7574
        428            3       3.0217       0.0217
        429            3       3.2322       0.2322
        430            3        3.234        0.234
        431            3         2.51        -0.49
        432            0       1.0918       1.0918
        433            2       2.3089       0.3089
        434           10       7.3303      -2.6697
