=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_36.Prodotto_1.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_36.Prodotto_1.Data -dayofweek -weekend

Relation:     Prodotto1_Sottoarea_36-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_36.Prodotto_1.Data
              Sottoarea_36.Prodotto_1.Day
              Sottoarea_36.Prodotto_1.Season
              Sottoarea_36.Prodotto_1.Vendite

Transformed training data:

              Sottoarea_36.Prodotto_1.Vendite
              DayOfWeek
              Weekend
              Sottoarea_36.Prodotto_1.Data-remapped
              Lag_Sottoarea_36.Prodotto_1.Vendite-30
              Lag_Sottoarea_36.Prodotto_1.Vendite-60
              Lag_Sottoarea_36.Prodotto_1.Vendite-90
              Lag_Sottoarea_36.Prodotto_1.Vendite-365
              Sottoarea_36.Prodotto_1.Data-remapped^2
              Sottoarea_36.Prodotto_1.Data-remapped^3
              Sottoarea_36.Prodotto_1.Data-remapped*Lag_Sottoarea_36.Prodotto_1.Vendite-30
              Sottoarea_36.Prodotto_1.Data-remapped*Lag_Sottoarea_36.Prodotto_1.Vendite-60
              Sottoarea_36.Prodotto_1.Data-remapped*Lag_Sottoarea_36.Prodotto_1.Vendite-90
              Sottoarea_36.Prodotto_1.Data-remapped*Lag_Sottoarea_36.Prodotto_1.Vendite-365

Sottoarea_36.Prodotto_1.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_36.Prodotto_1.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            2       1.9299      -0.0701
        376            0        0.042        0.042
        377            5       4.2332      -0.7668
        378            4       3.7915      -0.2085
        379            5       4.3108      -0.6892
        380            4       4.0001       0.0001
        381            3       3.5024       0.5024
        382            1       1.4931       0.4931
        383            0        0.071        0.071
        384            5       4.6764      -0.3236
        385            6       5.0393      -0.9607
        386            4       3.9316      -0.0684
        387            5       4.6307      -0.3693
        388            5       4.8483      -0.1517
        389            1        1.355        0.355
        390            0       0.4007       0.4007
        391            5       4.4685      -0.5315
        392            3       3.3679       0.3679
        393            3       3.4262       0.4262
        394            5       4.8094      -0.1906
        395            7       6.0213      -0.9787
        396            3       2.6718      -0.3282
        397            0       0.0396       0.0396
        398            2       2.9139       0.9139
        399            3       3.1923       0.1923
        400            3       3.2439       0.2439
        401            7       6.0166      -0.9834
        402            3       3.6225       0.6225
        403            4       3.0363      -0.9637
        404            0         0.06         0.06
        405            6       5.2015      -0.7985
        406            2       3.0835       1.0835
        407            6       5.3501      -0.6499
        408            5       4.9212      -0.0788
        409            7       6.2468      -0.7532
        410            2       2.1952       0.1952
        411            0       0.0264       0.0264
        412            3        3.431        0.431
        413            6       5.2583      -0.7417
        414            5       4.9203      -0.0797
        415            5       4.7584      -0.2416
        416            5        5.072        0.072
        417            1       1.5872       0.5872
        418            0       0.2718       0.2718
        419            4        3.943       -0.057
        420            2       3.2284       1.2284
        421            4       4.3161       0.3161
        422            5       5.1068       0.1068
        423            5       4.7813      -0.2187
        424            3       2.6123      -0.3877
        425            0        0.193        0.193
        426            6       5.0158      -0.9842
        427            7       6.2316      -0.7684
        428            4       4.0765       0.0765
        429            5       4.8343      -0.1657
        430            4       4.1511       0.1511
        431            3       2.7918      -0.2082
        432            0       0.3218       0.3218
        433            3       3.3629       0.3629
        434            7        6.303       -0.697
        435            4       4.2092       0.2092
        436            4       4.2981       0.2981
        437            6       5.7185      -0.2815
        438            3       2.5045      -0.4955
        439            0       0.0987       0.0987
        440            3       3.3947       0.3947
        441            7       6.1196      -0.8804
        442            4       4.2303       0.2303
        443            5       4.7324      -0.2676
        444            6       5.4405      -0.5595
        445            3       2.3291      -0.6709
        446            0       0.1698       0.1698
        447            3       3.2854       0.2854
        448            5       4.5885      -0.4115
        449            5       4.8024      -0.1976
        450            3       3.4343       0.4343
        451            4       4.7479       0.7479
        452            2         2.07         0.07
        453            1       0.7413      -0.2587
        454            4       4.0956       0.0956
        455            3       3.5568       0.5568
        456            2       3.0458       1.0458
        457            3        3.653        0.653
        458            6       5.6982      -0.3018
        459            2       1.9287      -0.0713
        460            1       0.8749      -0.1251
        461            1        3.436        2.436
        462            4       4.4992       0.4992
        463            7       5.8433      -1.1567
        464            5       4.5464      -0.4536
        465            7       6.0257      -0.9743
        466            0        0.557        0.557
        467            1       0.8688      -0.1312
        468            5       4.4392      -0.5608
        469            5        4.698       -0.302
        470            4       4.0998       0.0998
        471            4       4.2519       0.2519
        472            6       5.7754      -0.2246
        473            1       1.1442       0.1442
        474            1       0.7636      -0.2364
        475            3       3.4891       0.4891
        476            3       3.3758       0.3758
        477            4       4.1429       0.1429
        478            7        6.069       -0.931
        479            6       5.7544      -0.2456
        480            0        0.347        0.347
        481            0       0.2252       0.2252
        482            4       3.9381      -0.0619
        483            3       3.5193       0.5193
        484            2       2.9794       0.9794
        485            9       6.8866      -2.1134
        486            2       2.7672       0.7672
        487            0       0.4367       0.4367
        488            0       0.1925       0.1925
        489            4       3.9881      -0.0119
        490            6       5.2395      -0.7605
        491            3       3.3061       0.3061
