=== Run information ===

Scheme:
	RandomForest -P 100 -I 300 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Lagged and derived variable options:
	-F [Sottoarea_1.Prodotto_1.Vendite] -L 1 -M 365 -R 30,60,90,365 -G Sottoarea_1.Prodotto_1.Data -dayofweek -weekend

Relation:     Prodotto1_Sottoarea_1-weka.filters.unsupervised.attribute.Remove-R1-6
Instances:    870
Attributes:   4
              Sottoarea_1.Prodotto_1.Data
              Sottoarea_1.Prodotto_1.Day
              Sottoarea_1.Prodotto_1.Season
              Sottoarea_1.Prodotto_1.Vendite

Transformed training data:

              Sottoarea_1.Prodotto_1.Vendite
              DayOfWeek
              Weekend
              Sottoarea_1.Prodotto_1.Data-remapped
              Lag_Sottoarea_1.Prodotto_1.Vendite-30
              Lag_Sottoarea_1.Prodotto_1.Vendite-60
              Lag_Sottoarea_1.Prodotto_1.Vendite-90
              Lag_Sottoarea_1.Prodotto_1.Vendite-365
              Sottoarea_1.Prodotto_1.Data-remapped^2
              Sottoarea_1.Prodotto_1.Data-remapped^3
              Sottoarea_1.Prodotto_1.Data-remapped*Lag_Sottoarea_1.Prodotto_1.Vendite-30
              Sottoarea_1.Prodotto_1.Data-remapped*Lag_Sottoarea_1.Prodotto_1.Vendite-60
              Sottoarea_1.Prodotto_1.Data-remapped*Lag_Sottoarea_1.Prodotto_1.Vendite-90
              Sottoarea_1.Prodotto_1.Data-remapped*Lag_Sottoarea_1.Prodotto_1.Vendite-365

Sottoarea_1.Prodotto_1.Vendite:
RandomForest

Bagging with 300 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

=== Predictions for training data: Sottoarea_1.Prodotto_1.Vendite (10-steps ahead) ===

      inst#       actual    predicted        error
        375            1       0.8231      -0.1769
        376            0       0.1254       0.1254
        377            3        2.815       -0.185
        378            4       3.5997      -0.4003
        379            5       4.1002      -0.8998
        380            4       3.5394      -0.4606
        381            2       2.3031       0.3031
        382            0       0.4994       0.4994
        383            0       0.0534       0.0534
        384            3       2.9623      -0.0377
        385            2       2.4151       0.4151
        386            4       3.6311      -0.3689
        387            3       2.7925      -0.2075
        388            3        2.929       -0.071
        389            1       0.9262      -0.0738
        390            0       0.0955       0.0955
        391            3       3.0138       0.0138
        392            3       2.9352      -0.0648
        393            3       2.9616      -0.0384
        394            2       2.3291       0.3291
        395            4       3.4705      -0.5295
        396            0       0.2735       0.2735
        397            0       0.0237       0.0237
        398            4       3.5663      -0.4337
        399            3       3.1219       0.1219
        400            4       3.5905      -0.4095
        401            4       3.5842      -0.4158
        402            2       2.4487       0.4487
        403            2        1.526       -0.474
        404            0       0.1116       0.1116
        405            4       3.5317      -0.4683
        406            4       3.5905      -0.4095
        407            3        2.878       -0.122
        408            3       2.9393      -0.0607
        409            3       2.9881      -0.0119
        410            3       2.2722      -0.7278
        411            0       0.0233       0.0233
        412            3       3.0715       0.0715
        413            3       3.1318       0.1318
        414            2       2.4542       0.4542
        415            3       2.8689      -0.1311
        416            3       2.9588      -0.0412
        417            2       1.6757      -0.3243
        418            0       0.0067       0.0067
        419            3       2.9097      -0.0903
        420            3       3.1614       0.1614
        421            3       2.9587      -0.0413
        422            3       2.9598      -0.0402
        423            3       3.0188       0.0188
        424            1       1.1501       0.1501
        425            0       0.1156       0.1156
        426            2       2.5206       0.5206
        427            3       3.2008       0.2008
        428            4       3.5908      -0.4092
        429            3       3.0336       0.0336
        430            3       2.8393      -0.1607
        431            2       1.7158      -0.2842
        432            0       0.2421       0.2421
        433            3        2.911       -0.089
        434            5       4.0365      -0.9635
        435            2       2.4325       0.4325
        436            3       3.1254       0.1254
        437            4       3.5632      -0.4368
        438            1       1.0997       0.0997
        439            0       0.0879       0.0879
        440            5       4.2045      -0.7955
        441            2       2.8368       0.8368
        442            4       3.4488      -0.5512
        443            4       3.2616      -0.7384
        444            3       2.9353      -0.0647
        445            1       1.0242       0.0242
        446            0       0.0469       0.0469
        447            3       3.0448       0.0448
        448            4       3.3152      -0.6848
        449            2       2.2926       0.2926
        450            1       1.5788       0.5788
        451            4       3.5862      -0.4138
        452            2       1.6849      -0.3151
        453            0       0.0617       0.0617
        454            3       2.7199      -0.2801
        455            3       3.0344       0.0344
        456            3       2.9195      -0.0805
        457            4       3.3794      -0.6206
        458            2       2.4407       0.4407
        459            1       1.0348       0.0348
        460            0       0.0102       0.0102
        461            0       1.1393       1.1393
        462            3       3.0244       0.0244
        463            3       2.9734      -0.0266
        464            2       2.5596       0.5596
        465            3       3.1352       0.1352
        466            1       0.9843      -0.0157
        467            0       0.0109       0.0109
        468            2       2.1167       0.1167
        469            5       4.1056      -0.8944
        470            3       2.9122      -0.0878
        471            3       2.8599      -0.1401
        472            3       3.0595       0.0595
        473            1       0.9716      -0.0284
        474            0       0.0231       0.0231
        475            1       1.6903       0.6903
        476            2       2.1667       0.1667
        477            3        2.879       -0.121
        478            4       3.6139      -0.3861
        479            5       4.1101      -0.8899
        480            0       0.1933       0.1933
        481            0       0.0142       0.0142
        482            5       4.0619      -0.9381
        483            3       3.0272       0.0272
        484            2       2.2098       0.2098
        485            2       2.4001       0.4001
        486            1       1.5812       0.5812
        487            0       0.3448       0.3448
        488            0       0.0767       0.0767
        489            3       2.8022      -0.1978
        490            3       2.9358      -0.0642
        491            2       2.2712       0.2712
        492            2       2.3196       0.3196
        493            3        3.013        0.013
        494            0       0.3554       0.3554
        495            0       0.0405       0.0405
        496            2       2.1061       0.1061
        497            3         2.99        -0.01
        498            2       2.1735       0.1735
        499            4        3.654       -0.346
        500            3       2.8953      -0.1047
        501            0        0.341        0.341
        502            0       0.0316       0.0316
        503            3       2.7378      -0.2622
        504            3       2.9192      -0.0808
        505            2       2.1562       0.1562
        506            2       2.4042       0.4042
        507            3       2.8937      -0.1063
        508            1       0.9112      -0.0888
        509            1       0.7385      -0.2615
        510            3       2.8911      -0.1089
        511            3       2.8815      -0.1185
